Press Release Identifier,Headline,Subhead,Date,url,Press Release,Year
2019 | Entry No. 73,"Attorney General Ellison’s office files 76 maltreatment, fraud, and obstruction charges against owner, managers, and employees of assisted-living facility","Manslaughter among charges brought against former owner of Chappy’s Golden Shores in Hill City, who faces 25 charges alone",24-Sep-19,https://www.ag.state.mn.us/Office/Communications/2019/09/24_ChappysGoldenShores.asp,https://www.ag.state.mn.us/Office/Communications/2019/09/24_ChappysGoldenShores.asp,2019
2019 | Entry No. 74,"Attorney General Ellison applauds Governor Walz’s clean-car standards, already defending them in court",Minnesota one of 22 states and 3 cities that filed suit late last week against Trump Administration attempts to preempt clean-car standards,25-Sep-19,https://www.ag.state.mn.us/Office/Communications/2019/09/25_CleanCarStandards.asp,https://www.ag.state.mn.us/Office/Communications/2019/09/25_CleanCarStandards.asp,2019
2019 | Entry No. 75,Court rules R.J. Reynolds wrongfully failed to pay State millions in tobacco-settlement fees,Court to determine amount owed State in coming months,26-Sep-19,https://www.ag.state.mn.us/Office/Communications/2019/09/26_TobaccoSettlement.asp,https://www.ag.state.mn.us/Office/Communications/2019/09/26_TobaccoSettlement.asp,2019
2019 | Entry No. 76,Attorney General Ellison charges 11 people with $800K in Medicaid fraud,"Including Chappy’s case, AG’s office charges total 21 people with $3M in Medicaid fraud this week",27-Sep-19,https://www.ag.state.mn.us/Office/Communications/2019/09/27_MedicaidFraud.asp,https://www.ag.state.mn.us/Office/Communications/2019/09/27_MedicaidFraud.asp,2019
2019 | Entry No. 77,"Attorney General Ellison, Commissioner Lucero choose to fight LGBTQ wedding-video discrimination case in trial court","Instead of appealing split Eighth Circuit decision, will take case back to federal district court to build record of actual facts to counter plaintiff’s ‘fairy tale’ assertions",2-Oct-19,https://www.ag.state.mn.us/Office/Communications/2019/10/02_TelescopeMedia.asp,https://www.ag.state.mn.us/Office/Communications/2019/10/02_TelescopeMedia.asp,2019
2019 | Entry No. 78,Attorney General Ellison asks court to deny Purdue’s and Sacklers’ move to avoid accountability for death and destruction,Joins 24 other AGs in bankruptcy-court filing against Purdue’s motion to halt lawsuit; Ellison’s office plays leading role in drafting oppositions,4-Oct-19,https://www.ag.state.mn.us/Office/Communications/2019/10/04_PurduePharma.asp,https://www.ag.state.mn.us/Office/Communications/2019/10/04_PurduePharma.asp,2019
2019 | Entry No. 79,Attorney General Ellison defends women’s access to full range of reproductive healthcare,Joins 19 other AGs in filing amicus brief at 5th Circuit in support of women’s health clinic challenging Mississippi’s near-total ban on abortion,7-Oct-19,https://www.ag.state.mn.us/Office/Communications/2019/10/07_MississippiClinic.asp,https://www.ag.state.mn.us/Office/Communications/2019/10/07_MississippiClinic.asp,2019
2019 | Entry No. 80,"Attorney General Ellison files suit to halt North Minneapolis landlord’s ‘eviction for profit’ scheme, obtains court order protecting his tenants who want to contact city housing inspectors","In response to AG’s lawsuit, Hennepin County Court stops Steven Meldahl from enforcing illegal lease provisions, freezes bank accounts. Meldahl, who evicts 99 percent of tenants, has been cited more than 1,300 times in last 10 years for City housing-code violations",8-Oct-19,https://www.ag.state.mn.us/Office/Communications/2019/10/08_MinneapolisLandlord.asp,https://www.ag.state.mn.us/Office/Communications/2019/10/08_MinneapolisLandlord.asp,2019
2019 | Entry No. 81,Attorney General Ellison seeks more federal help for students unfairly harmed by closure of Argosy University and Art Institues,Co-leads letter of 30 AGs to ask Secretary DeVos to expand ‘closed school discharge’ to more students of schools closed after owner’s misconduct and mismanagement,17-Oct-19,https://www.ag.state.mn.us/Office/Communications/2019/10/17_Helpforstudents.asp,https://www.ag.state.mn.us/Office/Communications/2019/10/17_Helpforstudents.asp,2019
2019 | Entry No. 82,Attorney General’s Office wins next step in case against landlord Steven Meldahl,"Court issues temporary injunction that expands scope of earlier order to require that Meldahl get properties inspected, inform tenants of rights to inspection, and stop charging more than 8 percent for late fees. Meldahl, who brags about evicting 99 percent of his tenants, has been cited more than 1,300 times in last 10 years for City housing-code violations.",17-Oct-19,https://www.ag.state.mn.us/Office/Communications/2019/10/17_Meldahl.asp,https://www.ag.state.mn.us/Office/Communications/2019/10/17_Meldahl.asp,2019
2019 | Entry No. 83,Attorney General Ellison joins lawsuit protecting Endangered Species Act,"Ellison: Trump Administration’s undermining of the Act ‘is not only unlawful, it’s un-Minnesotan’ ESA currently protects the Topeka Shiner, Canada Lynx, and Prairie Fringed Orchid, among other Minnesota species",22-Oct-19,https://www.ag.state.mn.us/Office/Communications/2019/10/22_EndageredSpeciesAct.asp,https://www.ag.state.mn.us/Office/Communications/2019/10/22_EndageredSpeciesAct.asp,2019
2019 | Entry No. 84,"Attorney General Ellison sues companies and individuals running fraudulent student loan debt “forgiveness” scheme, obtains court order immediately halting conduct","Companies illegally charged up-front fees upwards of $1,300 for filling out and submitting forms to the federal government for loan repayment and consolidation programs, which eligible borrowers can apply for on their own for free. In response to lawsuit, federal judge issues temporary restraining order against defendants",30-Oct-19,https://www.ag.state.mn.us/Office/Communications/2019/10/30_StudentLoanCompanies.asp,https://www.ag.state.mn.us/Office/Communications/2019/10/30_StudentLoanCompanies.asp,2019
2019 | Entry No. 85,Attorney General Ellison’s office notches big victory for defrauded MSB/Globe students,"Minnesota Supreme Court allows AG’s office to obtain tuition refunds for more than 1,300 low-income students of MSB/Globe criminal-justice program — more than $33 million in restitution now possible. Court also affirms AG’s authority to seek restitution for all Minnesotans harmed by fraud.",6-Nov-19,https://www.ag.state.mn.us/Office/Communications/2019/11/06_MSBGlobe.asp,https://www.ag.state.mn.us/Office/Communications/2019/11/06_MSBGlobe.asp,2019
2019 | Entry No. 86,Attorney General Ellison and coalition win fight to stop Trump Administration healthcare discrimination rule,"Federal court issues summary judgment vacating entire HHS rule ‘refusal of care’ rule. Rule would have drastically expanded healthcare providers’ ability to deny necessary healthcare to virtually anyone they chose, solely on the basis of their own ‘religious beliefs or moral convictions’",6-Nov-19,https://www.ag.state.mn.us/Office/Communications/2019/11/06_RefusalOfCare.asp,https://www.ag.state.mn.us/Office/Communications/2019/11/06_RefusalOfCare.asp,2019
2019 | Entry No. 87,Attorney General Ellison fights unlawful attempt to use healthcare coverage to bar immigrants,Joins coalition of 22 AGs in challenging presidential proclamation that would bar entry to immigrants who do not possess certain health insurance or the ability to pay for medical care,13-Nov-19,https://www.ag.state.mn.us/Office/Communications/2019/11/13_DoeVTrump.asp,https://www.ag.state.mn.us/Office/Communications/2019/11/13_DoeVTrump.asp,2019
2019 | Entry No. 88,Attorney General Ellison leads fight to classify non-compete clauses as unfair and illegal,"Abusive non-compete clauses currently prevent 30 million Americans — especially low-income ones — from getting better jobs, pursuing higher ambitions, and leaving hostile or unsafe work environments",18-Nov-19,https://www.ag.state.mn.us/Office/Communications/2019/11/18_NonCompeteClauses.asp,https://www.ag.state.mn.us/Office/Communications/2019/11/18_NonCompeteClauses.asp,2019
2019 | Entry No. 89,Attorney General Ellison reaches agreement to help school districts afford the price of school milk,Will protect more than 40 school districts and programs through 2030,19-Nov-19,https://www.ag.state.mn.us/Office/Communications/2019/11/19_DFA.asp,https://www.ag.state.mn.us/Office/Communications/2019/11/19_DFA.asp,2019
2019 | Entry No. 90,Attorney General Ellison once again leads fight to protect Liberians from deportation,Co-leads coalition of 14 states in supporting appeal of dismissal of lawsuit against Trump Administration order to end DED protections.Third time this year that AG Ellison moves to protect Liberians against President’s attempt to terminate status.,26-Nov-19,https://www.ag.state.mn.us/Office/Communications/2019/11/26_ACTvTrump.asp,https://www.ag.state.mn.us/Office/Communications/2019/11/26_ACTvTrump.asp,2019
2019 | Entry No. 91,State sues JUUL for deceptive marketing targeting youth,"AG Ellison announces lawsuit with Gov. Walz as Minnesota loses 10 years of progress in fighting youth tobacco use. JUUL addicts youth by deceiving them about nicotine content, following Big Tobacco marketing playbook.",4-Dec-19,https://www.ag.state.mn.us/Office/Communications/2019/12/04_JUUL.asp,https://www.ag.state.mn.us/Office/Communications/2019/12/04_JUUL.asp,2019
2019 | Entry No. 92,Attorney General Ellison bans Texas company over sale of suspect ‘extended warranties’ for vehicles,"Settlement also requires AutoAssure, LLC to pay $400K toward refunds for around 1,000 Minnesota consumers",12-Dec-19,https://www.ag.state.mn.us/Office/Communications/2019/12/12_AutoAssure.asp,https://www.ag.state.mn.us/Office/Communications/2019/12/12_AutoAssure.asp,2019
2019 | Entry No. 93,Attorney General Ellison defends refugees against President’s unlawful executive order,"Joins coalition of 12 AGs in brief in support of refugee-resettlement organizations challenging Trump order; argues order violates federal law, interferes with state sovereignty, and undermines family reunification. Brief filed on same day Gov. Walz announces Minnesota will continue to accept refugees.",13-Dec-19,https://www.ag.state.mn.us/Office/Communications/2019/12/13_RefugeeResettlement.asp,https://www.ag.state.mn.us/Office/Communications/2019/12/13_RefugeeResettlement.asp,2019
2019 | Entry No. 94,Attorney General Ellison files suit against president of Journey Home Minnesota,"Lawsuit alleges Blake Huffman mismanaged JHM’s charitable assets, engaged in transactions with clear conflicts of interest, abandoned JHM’s charitable mission",16-Dec-19,https://www.ag.state.mn.us/Office/Communications/2019/12/16_JourneyHomeMinnesota.asp,https://www.ag.state.mn.us/Office/Communications/2019/12/16_JourneyHomeMinnesota.asp,2019
2019 | Entry No. 95,Attorney General Ellison permanently bans two charities that deceived Minnesotans about supporting families of fallen police officers,"Obtains settlement that permanently bans two related charities from soliciting in Minnesota, requires one of them to pay back nearly $300K solicited from Minnesotans",20-Dec-19,https://www.ag.state.mn.us/Office/Communications/2019/12/20_PoliceCharityBan.asp,https://www.ag.state.mn.us/Office/Communications/2019/12/20_PoliceCharityBan.asp,2019
2020 | Entry No. 96,State of Minnesota joins coalition asking for Supreme Court review of ACA decision,State and coalition ask for expedited review and resolution this term,3-Jan-20,https://www.ag.state.mn.us/Office/Communications/2020/01/03_ReviewOfACADecision.asp,https://www.ag.state.mn.us/Office/Communications/2020/01/03_ReviewOfACADecision.asp,2020
2020 | Entry No. 97,Attorney General Ellison obtains nearly $9 million settlement with CenturyLink for overcharging Minnesota customers,"Settlement also requires CenturyLink to implement significant billing reforms, including disclosing its true prices, honoring all prices and discounts it promised, and banning sham internet fees",7-Jan-20,https://www.ag.state.mn.us/Office/Communications/2020/01/08_CenturyLinkSettlement.asp,https://www.ag.state.mn.us/Office/Communications/2020/01/08_CenturyLinkSettlement.asp,2020
2020 | Entry No. 98,Attorney General Ellison’s office opens investigation into Otto Bremer Trust,Exercises broad authority to regulate charitable trusts by opening an investigation into the trust’s sale of its Bremer Financial shares,13-Jan-20,https://www.ag.state.mn.us/Office/Communications/2020/01/13_OttoBremerTrust.asp,https://www.ag.state.mn.us/Office/Communications/2020/01/13_OttoBremerTrust.asp,2020
